word,difficulty,genre_ids,genres,hints
Kündigung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Vorwurf~A_TARGET_VIBE~2,Fragebogen~A_TARGET_VIBE~2,Anwalt~A_TARGET_VIBE~2,Begründung~A_TARGET_VIBE~3,Abmahnstufe~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3"
Kündigungsfrist,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Unterschrift~A_TARGET_VIBE~2,Vorwurf~A_TARGET_VIBE~3,Eskalation~A_TARGET_VIBE~3,Fragebogen~A_TARGET_VIBE~3,Protokoll~A_TARGET_VIBE~4,Kopie~A_TARGET_VIBE~4"
Lager,3,9,Gesellschaft & Beruf,"Feedback~A_TARGET_VIBE~2,Vertretung~A_TARGET_VIBE~2,Zuständigkeit~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3"
Lebenslauf,3,9,Gesellschaft & Beruf,"Unterschrift~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3"
Leistungsbeurteilung,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Nachweis~A_TARGET_VIBE~2,Abstimmung~A_TARGET_VIBE~3,Eingang~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~3,Posteingang~A_TARGET_VIBE~4,Formular~A_TARGET_VIBE~4"
Leistungsdruck,3,9,Gesellschaft & Beruf,"Sachbearbeiter~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3"
Lieferant,3,9,Gesellschaft & Beruf,"Wareneingang~A_TARGET_VIBE~2,Versand~A_TARGET_VIBE~2,Menge~A_TARGET_VIBE~2,Lieferzeit~A_TARGET_VIBE~3,Rabatt~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3"
Lieferung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Rabatt~A_TARGET_VIBE~2,Nachbestellung~A_TARGET_VIBE~2,Storno~A_TARGET_VIBE~2,Wareneingang~A_TARGET_VIBE~3,Lieferzeit~A_TARGET_VIBE~3,Posteingang~A_TARGET_VIBE~3"
Lob,1,9,Gesellschaft & Beruf,"E-Mail~A_TARGET_VIBE~1,Telefonat~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~2"
Locher,2,9,Gesellschaft & Beruf,"Aufgabe~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~2,Delegation~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3"
Lohn,2,9,Gesellschaft & Beruf,"Posteingang~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~3"
Lohnerhöhung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Umsetzung~A_TARGET_VIBE~2,Erledigt~A_TARGET_VIBE~2,Bearbeitung~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3"
Mahnung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Übertrag~A_TARGET_VIBE~2,Lastschrift~A_TARGET_VIBE~2,Fälligkeit~A_TARGET_VIBE~2,Forderung~A_TARGET_VIBE~3,Betrag~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3"
Marketing,4,9,Gesellschaft & Beruf,"Sozialnetz~A_TARGET_VIBE~2,Rundmail~A_TARGET_VIBE~3,Branding~A_TARGET_VIBE~3,Plakat~A_TARGET_VIBE~3,Flyer~A_TARGET_VIBE~4,Unterschrift~A_TARGET_VIBE~4"
Markt,2,9,Gesellschaft & Beruf,"Termin~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~3"
Maus,1,9,Gesellschaft & Beruf,"Stempel~A_TARGET_VIBE~1,Unterschrift~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~2"
Mehrwertsteuer,3,9,Gesellschaft & Beruf,"Anlage~A_TARGET_VIBE~2,Fragebogen~A_TARGET_VIBE~2,Fristablauf~A_TARGET_VIBE~2,Bescheid~A_TARGET_VIBE~3,Abzug~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3"
Messe,3,9,Gesellschaft & Beruf,"Büro~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3"
Mikrowelle,2,9,Gesellschaft & Beruf,"Kopie~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3"
Misserfolg,4,9,Gesellschaft & Beruf,"Rückfrage~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~4,Sachbearbeiter~A_TARGET_VIBE~4"
Missverständnis,2,9,Gesellschaft & Beruf,"Ordner~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3"
Mitarbeiter,2,9,Gesellschaft & Beruf,"Ziel~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~2,Schnittstelle~A_TARGET_VIBE~2,Zuständigkeit~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3"
Mitgliedschaft,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Rückfrage~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3,Posteingang~A_TARGET_VIBE~3"
Mittagspause,2,1|9,Essen & Trinken|Gesellschaft & Beruf,"Salat~A_TARGET_VIBE~2,Tablett~A_TARGET_VIBE~2,Mikrowelle~A_TARGET_VIBE~2,Suppe~A_TARGET_VIBE~2,Menü~A_TARGET_VIBE~3,Schlange~A_TARGET_VIBE~3"
Mitteilung,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Erledigt~A_TARGET_VIBE~2,Freigabe~A_TARGET_VIBE~2,Notiz~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3"
Monatsbericht,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Quartal~A_TARGET_VIBE~2,Kommentar~A_TARGET_VIBE~2,Tabelle~A_TARGET_VIBE~2,Leitung~A_TARGET_VIBE~3,Auswertung~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3"
Motivation,3,9,Gesellschaft & Beruf,"Durchwahl~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3"
Nachbar,1,9,Gesellschaft & Beruf,"Sachbearbeiter~A_TARGET_VIBE~1,Stempel~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~2"
Nachbarschaft,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Besprechung~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3"
Nachfolge,4,9,Gesellschaft & Beruf,"Posteingang~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~4,Ordner~A_TARGET_VIBE~4"
Nachricht,2,9,Gesellschaft & Beruf,"Kopie~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3"
Nachtschicht,3,9,Gesellschaft & Beruf,"Stempel~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3"
Nachweis,3,0|9,Alltag & Gegenstände|Gesellschaft & Beruf,"Version~A_TARGET_VIBE~2,Druck~A_TARGET_VIBE~2,Randnotiz~A_TARGET_VIBE~2,Beglaubigung~A_TARGET_VIBE~3,Abschnitt~A_TARGET_VIBE~3,Scan~A_TARGET_VIBE~3"
Namensliste,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Stempel~A_TARGET_VIBE~2,Strich~A_TARGET_VIBE~2,Aushang~A_TARGET_VIBE~2,Spalte~A_TARGET_VIBE~2,Klemmbrett~A_TARGET_VIBE~3,Liste~B_PART_VIBE~2"
Namensschild,3,0|9|10,Alltag & Gegenstände|Gesellschaft & Beruf|Haushalt & Wohnen,"Heizung~A_TARGET_VIBE~2,Etage~A_TARGET_VIBE~2,Wartung~A_TARGET_VIBE~2,Hausmeister~A_TARGET_VIBE~3,Gebäude~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3"
Netzwerk,4,6|9,Technik & Digitales|Gesellschaft & Beruf,"WLAN~A_TARGET_VIBE~2,Arbeitsstation~A_TARGET_VIBE~3,Browser~A_TARGET_VIBE~3,Datenbank~A_TARGET_VIBE~3,Server~A_TARGET_VIBE~4,Büro~A_TARGET_VIBE~4"
Notfall,2,9,Gesellschaft & Beruf,"Formular~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3"
Notiz,2,0|9,Alltag & Gegenstände|Gesellschaft & Beruf,"Besprechung~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3"
Notizblock,2,0|9,Alltag & Gegenstände|Gesellschaft & Beruf,"Kopie~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3"
Ordner,2,0|9,Alltag & Gegenstände|Gesellschaft & Beruf,"Papier~A_TARGET_VIBE~2,Sortierung~A_TARGET_VIBE~2,Registratur~A_TARGET_VIBE~2,Archiv~A_TARGET_VIBE~2,Nachweis~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3"
Ordnungssinn,3,9,Gesellschaft & Beruf,"Kontrolle~A_TARGET_VIBE~2,Richtlinie~A_TARGET_VIBE~2,Freigabe~A_TARGET_VIBE~2,Aushang~A_TARGET_VIBE~3,Verstoß~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3"
Original,2,9,Gesellschaft & Beruf,"Telefonat~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~3"
Paket,1,9,Gesellschaft & Beruf,"Posteingang~A_TARGET_VIBE~1,Sachbearbeiter~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2"
Paketzusteller,3,9,Gesellschaft & Beruf,"Feedback~A_TARGET_VIBE~2,Ziel~A_TARGET_VIBE~2,Aufgabe~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3"
Papierstapel,3,9,Gesellschaft & Beruf,"Durchwahl~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3"
Parkplatz,2,0|3|9,Alltag & Gegenstände|Orte & Reisen|Gesellschaft & Beruf,"Beschilderung~A_TARGET_VIBE~2,Rampe~A_TARGET_VIBE~2,Ausfahrt~A_TARGET_VIBE~2,Parkschein~A_TARGET_VIBE~2,Schranke~A_TARGET_VIBE~3,Kollision~A_TARGET_VIBE~3"
Passwort,2,6|9,Technik & Digitales|Gesellschaft & Beruf,"Server~A_TARGET_VIBE~2,Störungsmeldung~A_TARGET_VIBE~2,Firewall~A_TARGET_VIBE~2,Zugang~A_TARGET_VIBE~2,Update~A_TARGET_VIBE~3,Pass~B_PART_VIBE~2"
Pause,1,9,Gesellschaft & Beruf,"E-Mail~A_TARGET_VIBE~1,Unterschrift~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2"
Pausenbrot,1,9,Gesellschaft & Beruf,"Formular~A_TARGET_VIBE~1,Unterschrift~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2"
Pausenraum,3,3|9,Orte & Reisen|Gesellschaft & Beruf,"Ordner~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~3"
Pendler,3,9,Gesellschaft & Beruf,"Briefing~A_TARGET_VIBE~2,Dienstweg~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3"
Pendlerpauschale,5,9,Gesellschaft & Beruf,"Telefonat~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~4,Formular~A_TARGET_VIBE~4,Durchwahl~A_TARGET_VIBE~4,Scan~A_TARGET_VIBE~3"
Pension,3,9,Gesellschaft & Beruf,"Kollege~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3"
Pensionierung,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Notiz~A_TARGET_VIBE~2,Bearbeitung~A_TARGET_VIBE~3,Eingang~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~4,Büro~A_TARGET_VIBE~4"
Personal,2,9,Gesellschaft & Beruf,"Unterschrift~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~3,Scan~A_TARGET_VIBE~3"
Personalabteilung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Strategie~A_TARGET_VIBE~2,Quartal~A_TARGET_VIBE~2,Leitung~A_TARGET_VIBE~2,Chefetage~A_TARGET_VIBE~3,Organigramm~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3"
Personalakte,3,0|9,Alltag & Gegenstände|Gesellschaft & Beruf,"Papier~A_TARGET_VIBE~2,Sortierung~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,Nachweis~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3"
Planung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Tabelle~A_TARGET_VIBE~2,Dienst~A_TARGET_VIBE~2,Spätschicht~A_TARGET_VIBE~2,Pausen~A_TARGET_VIBE~3,Einteilung~A_TARGET_VIBE~3,Plan~B_PART_VIBE~2"
Plauderei,2,9,Gesellschaft & Beruf,"Durchwahl~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~3"
Plausch,3,9,Gesellschaft & Beruf,"E-Mail~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3"
Postausgang,3,3|9,Orte & Reisen|Gesellschaft & Beruf,"Bahn~A_TARGET_VIBE~2,Taktung~A_TARGET_VIBE~2,Kilometer~A_TARGET_VIBE~2,Haltestelle~A_TARGET_VIBE~3,S-Bahn~A_TARGET_VIBE~3,Rushhour~A_TARGET_VIBE~3"
Posteingang,3,9,Gesellschaft & Beruf,"Durchwahl~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3"
Postfach,3,9,Gesellschaft & Beruf,"Termin~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3"
Poststelle,3,9,Gesellschaft & Beruf,"Telefonat~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3,Scan~A_TARGET_VIBE~3"
Praktikant,3,9,Gesellschaft & Beruf,"Büro~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~3"
Praktikum,3,9,Gesellschaft & Beruf,"Referenz~A_TARGET_VIBE~2,Gehaltswunsch~A_TARGET_VIBE~2,Aufstieg~A_TARGET_VIBE~2,Kompetenz~A_TARGET_VIBE~3,Fortbildung~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3"
Priorität,3,9,Gesellschaft & Beruf,"Scan~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3"
Probearbeit,4,9,Gesellschaft & Beruf,"Kollege~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~4,Durchwahl~A_TARGET_VIBE~4"
Probelauf,3,9,Gesellschaft & Beruf,"Kollege~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~3"
Probezeit,3,9,Gesellschaft & Beruf,"Termin~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~3"
Produktion,4,9,Gesellschaft & Beruf,"Rückfrage~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~4,Besprechung~A_TARGET_VIBE~4"
Projekt,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Auftakt~A_TARGET_VIBE~2,Status~A_TARGET_VIBE~2,Priorität~A_TARGET_VIBE~2,Budget~A_TARGET_VIBE~2,Etappe~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3"
Projektleitung,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Zeitplan~A_TARGET_VIBE~2,Umfang~A_TARGET_VIBE~3,Störungsmeldung~A_TARGET_VIBE~3,Aufgabenpaket~A_TARGET_VIBE~3,Risiko~A_TARGET_VIBE~4,Ordner~A_TARGET_VIBE~4"
Projektplan,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Vertretung~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~3,Rotation~A_TARGET_VIBE~3,Schicht~A_TARGET_VIBE~3,Aushang~A_TARGET_VIBE~4,Plan~B_PART_VIBE~3"
Projektstart,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Budget~A_TARGET_VIBE~2,Störungsmeldung~A_TARGET_VIBE~2,Stakeholder~A_TARGET_VIBE~2,Zeitplan~A_TARGET_VIBE~3,Risiko~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3"
Projektteam,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Roadmap~A_TARGET_VIBE~2,Änderung~A_TARGET_VIBE~2,Störungsmeldung~A_TARGET_VIBE~2,Aufgabenpaket~A_TARGET_VIBE~3,Etappe~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~3"
Protokoll,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Tagesordnung~A_TARGET_VIBE~2,Moderation~A_TARGET_VIBE~3,Teilnehmer~A_TARGET_VIBE~3,Flipchart~A_TARGET_VIBE~3,Einladung~A_TARGET_VIBE~4,Besprechung~A_TARGET_VIBE~4"
Prämie,3,9,Gesellschaft & Beruf,"Beleg~A_TARGET_VIBE~2,Zahlungsziel~A_TARGET_VIBE~2,Forderung~A_TARGET_VIBE~2,Übertrag~A_TARGET_VIBE~3,Kontoauszug~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3"
Präsentation,3,9,Gesellschaft & Beruf,"Publikum~A_TARGET_VIBE~2,Folie~A_TARGET_VIBE~2,Agenda~A_TARGET_VIBE~2,Beamer~A_TARGET_VIBE~3,Diagramm~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3"
Präsentationsfolie,4,9,Gesellschaft & Beruf,"Diagramm~A_TARGET_VIBE~2,Folie~A_TARGET_VIBE~3,Notizen~A_TARGET_VIBE~3,Publikum~A_TARGET_VIBE~3,Laserpointer~A_TARGET_VIBE~4,Ordner~A_TARGET_VIBE~4"
Pünktlichkeit,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Respekt~A_TARGET_VIBE~2,Termintreue~A_TARGET_VIBE~2,Erwartung~A_TARGET_VIBE~2,Absprachen~A_TARGET_VIBE~2,Motivation~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3"
Qualifikation,4,9,Gesellschaft & Beruf,"Stempel~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~4,Kopie~A_TARGET_VIBE~4"
Quartal,3,9,Gesellschaft & Beruf,"Termin~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3"
Quittung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Freigabe~A_TARGET_VIBE~2,Notiz~A_TARGET_VIBE~2,Ausgang~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3"
Quittungsblock,4,9,Gesellschaft & Beruf,"Telefonat~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~4,Scan~A_TARGET_VIBE~4"
Radiergummi,2,9,Gesellschaft & Beruf,"Besprechung~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~3"
Rechnung,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Kasse~A_TARGET_VIBE~2,Kontoauszug~A_TARGET_VIBE~2,Fälligkeit~A_TARGET_VIBE~2,Buchhaltung~A_TARGET_VIBE~2,Lastschrift~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~3"
Rednerpult,4,9,Gesellschaft & Beruf,"Scan~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~4,Posteingang~A_TARGET_VIBE~4"
Referenz,3,9,Gesellschaft & Beruf,"Stempel~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3"
Reinigungskraft,3,9,Gesellschaft & Beruf,"Posteingang~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3"
Reisekosten,4,3|9,Orte & Reisen|Gesellschaft & Beruf,"Koffer~A_TARGET_VIBE~2,Visum~A_TARGET_VIBE~3,Passfoto~A_TARGET_VIBE~3,Schalter~A_TARGET_VIBE~3,Hotel~A_TARGET_VIBE~4,Fahrkarte~A_TARGET_VIBE~4"
Reisepass,2,3|9,Orte & Reisen|Gesellschaft & Beruf,"Visum~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,Reisekosten~A_TARGET_VIBE~2,Passfoto~A_TARGET_VIBE~2,Zoll~A_TARGET_VIBE~3,Pass~B_PART_VIBE~2"
Reklamation,4,9,Gesellschaft & Beruf,"Büro~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~4,Durchwahl~A_TARGET_VIBE~4"
